,category,text
557,RESTAURANT#POSITIVE,Beautiful experience.
558,LOCATION#POSITIVE,The view is breathtaking the service is top notch... the ambiance is wonderfull.
559,SERVICE#POSITIVE,The view is breathtaking the service is top notch... the ambiance is wonderfull.
560,LOCATION#POSITIVE,The view is breathtaking the service is top notch... the ambiance is wonderfull.
561,SERVICE#POSITIVE,The staff offers impeccable service.
562,RESTAURANT#POSITIVE,All in all we're already coming up with excuses to go ahead really soon in the next few wks!!!!
563,QUALITY#POSITIVE,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.
564,QUALITY#POSITIVE,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.
565,QUALITY#POSITIVE,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.
566,QUALITY#POSITIVE,It was divine melts in your mouth.
567,QUALITY#POSITIVE,My boyfriend had Prime Rib it was good .
568,FOOD#POSITIVE,We didn't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough. 
569,QUALITY#POSITIVE,It's cuz it's so good you need to taste it!!! 
570,QUALITY#POSITIVE,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.
571,QUALITY#POSITIVE,If you like spicy food get the chicken vindaloo.
572,QUALITY#POSITIVE,It's very spicy but not offensive.
573,RESTAURANT#POSITIVE,We will definitely go back.
574,SERVICE#POSITIVE,Go to Volare for 1st class service and terrific food.
575,QUALITY#POSITIVE,Go to Volare for 1st class service and terrific food.
576,FOOD#POSITIVE,The portions are large and the servers always surprise us with a different starter.
577,FOOD#POSITIVE,The wine list is excellent.
578,QUALITY#POSITIVE,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.
579,FOOD#POSITIVE,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.
580,QUALITY#POSITIVE,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.
581,SERVICE#POSITIVE,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion."
582,LOCATION#NEGATIVE,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion."
583,RESTAURANT#POSITIVE,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion."
584,PRICE#NEGATIVE,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.
585,QUALITY#POSITIVE,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.
586,PRICE#POSITIVE,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.
587,SERVICE#POSITIVE,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.
590,QUALITY#NEGATIVE,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great."
591,FOOD#NEGATIVE,The menu is very limited - i think we counted 4 or 5 entrees.
592,QUALITY#NEGATIVE,"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat."
594,RESTAURANT#NEGATIVE,Problem is nothing at Prune is particularly memorable.
595,RESTAURANT#NEGATIVE,No plans to return anytime soon.
596,LOCATION#POSITIVE,This place is so much fun.
597,LOCATION#POSITIVE,Our family never expected such incredible entertainment in a restaurant.
598,QUALITY#POSITIVE,Our food was great too!
599,FOOD#POSITIVE,And really large portions.
600,SERVICE#POSITIVE,The staff was the friendliest that have seen in New York.
601,RESTAURANT#POSITIVE,We will go back every time we are in the City.
602,RESTAURANT#POSITIVE,If you want something really different than try Jekyll and Hyde.
603,LOCATION#POSITIVE,It is a lot of fun with live entertainment and all kinds of Disney type special effects.
604,QUALITY#POSITIVE,The food was pretty tradional but it was hot and good with large portions.
605,FOOD#POSITIVE,The food was pretty tradional but it was hot and good with large portions.
606,RESTAURANT#POSITIVE,I highly recommend it.
607,LOCATION#POSITIVE,The place is a lot of fun.
608,RESTAURANT#POSITIVE,My six year old loved it.
609,LOCATION#POSITIVE,The characters really make for an enjoyable experience.
610,QUALITY#NEGATIVE,"The food however, is what one might expect."
611,QUALITY#NEGATIVE,It is very overpriced and not very tasty.
612,PRICE#NEGATIVE,It is very overpriced and not very tasty.
613,RESTAURANT#POSITIVE,"However, I think Jeckll and Hydes t is one of those places that is fun to do once."
614,RESTAURANT#POSITIVE,We had a good time.
615,SERVICE#NEGATIVE,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.
616,SERVICE#NEGATIVE,Service was slow had to wait to order and get food although not crowded.
617,PRICE#NEGATIVE,Drinks way over priced.
619,RESTAURANT#NEGATIVE,Food was good not great not worth the wait or another visit
620,QUALITY#POSITIVE,Great pizza for lunch place.
621,SERVICE#POSITIVE,Service was quick.
622,QUALITY#POSITIVE,The pizza was great.
623,SERVICE#POSITIVE,And it was quick which is very important.
624,QUALITY#POSITIVE,It was wonderful.
625,QUALITY#POSITIVE,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service."
626,SERVICE#POSITIVE,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service."
627,SERVICE#POSITIVE,Delivery is fast too.
628,SERVICE#POSITIVE,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi."
629,SERVICE#POSITIVE,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi."
630,SERVICE#POSITIVE,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi."
631,QUALITY#POSITIVE,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi."
632,PRICE#NEGATIVE,A little overpriced but worth it once you take a bite.
633,QUALITY#POSITIVE,A little overpriced but worth it once you take a bite.
634,QUALITY#POSITIVE,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.
635,QUALITY#POSITIVE,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size."
636,FOOD#POSITIVE,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size."
637,QUALITY#POSITIVE,They have a huge selection of different cream cheeses and all of their salads are great.
638,FOOD#POSITIVE,They have a huge selection of different cream cheeses and all of their salads are great.
639,QUALITY#POSITIVE,The lox is always fresh too.
640,RESTAURANT#POSITIVE,Highly recommended to all!
641,QUALITY#NEGATIVE,Not impressed with the food.
642,PRICE#NEGATIVE,Prices too high for this cramped and unappealing resturant.
643,LOCATION#NEGATIVE,Prices too high for this cramped and unappealing resturant.
644,LOCATION#NEGATIVE,Zero ambiance to boot.
645,RESTAURANT#NEGATIVE,I thought this place was totally overrated.
647,LOCATION#POSITIVE,"The ambience was nice, but service wasn't so great."
648,SERVICE#NEGATIVE,"The ambience was nice, but service wasn't so great."
649,RESTAURANT#NEGATIVE,"When you add it all together, it just doesn't seem worth it to me...especially considering the prices."
650,PRICE#NEGATIVE,"When you add it all together, it just doesn't seem worth it to me...especially considering the prices."
651,RESTAURANT#POSITIVE,This is the BEST Shabu-Shabu Restaurant in the Try-State Area.
652,QUALITY#POSITIVE,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.
653,LOCATION#POSITIVE,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.
654,QUALITY#POSITIVE,Thius is a must for anyone who loves Shabu-Shabu.
655,LOCATION#POSITIVE,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo."
656,RESTAURANT#POSITIVE,The owner and staff are all Japanese as well and that adds to the entire ambiance.
657,RESTAURANT#POSITIVE,The owner and staff are all Japanese as well and that adds to the entire ambiance.
658,LOCATION#POSITIVE,The owner and staff are all Japanese as well and that adds to the entire ambiance.
659,FOOD#NEGATIVE,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art."
660,QUALITY#POSITIVE,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art."
661,FOOD#POSITIVE,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art."
662,RESTAURANT#POSITIVE,I must give it Yon out of Yon stars!
663,QUALITY#POSITIVE,Taxan delicious!
664,RESTAURANT#POSITIVE,We weren't!
665,PRICE#POSITIVE,The prices were CHEAP compared to the quality of service and food.
666,SERVICE#POSITIVE,The prices were CHEAP compared to the quality of service and food.
667,QUALITY#POSITIVE,The prices were CHEAP compared to the quality of service and food.
668,RESTAURANT#POSITIVE,"We liked it so much, that we will always make it a point to dine here when we visit New York."
671,QUALITY#POSITIVE,The location and ambience is Ok but the food is what makes up for it.
672,FOOD#POSITIVE,There is a lot of variety even for people who eat vegetarian like me.
673,QUALITY#POSITIVE,Try green curry with vegetables.
674,FOOD#POSITIVE,"The quantity is also very good, you will come out satisfied."
676,RESTAURANT#POSITIVE,I was there on sat. for my birthday and we had an excellent time.
677,QUALITY#POSITIVE,I had the best ravioli ever.
678,QUALITY#POSITIVE,The wine the service was very good too.
679,SERVICE#POSITIVE,The wine the service was very good too.
682,LOCATION#POSITIVE,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.
683,RESTAURANT#POSITIVE,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.
684,QUALITY#POSITIVE,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment."
685,QUALITY#POSITIVE,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment."
686,QUALITY#POSITIVE,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment."
687,QUALITY#POSITIVE,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment."
688,QUALITY#POSITIVE,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite."
689,QUALITY#POSITIVE,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite."
690,LOCATION#POSITIVE,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate."
